record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_specific_clean,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,source_url,entry_quality,details,required_new,intervention_f
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Office closures,2020-03-23,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/1iknkfepmcixfof/395_office_closed.pdf?dl=1'>link</a>,Unverified,"With the exception of the organisations covered above in the section on closing certain businesses and venues, the government has not required any other businesses to close  indeed it is important for business to carry on.",required,Office closures
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,"Leisure, entertainment, and religious venue closures",2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/f006hphujknjwoe/395_entertainment_closed.pdf?dl=1'>link</a>,Unverified,"exceptions for closure includes open as blood donation centers, small group performances for the purposes of live streaming could be permissible where Public Health England guidelines are observed and no audience attend the venue.",required,"Leisure, entertainment, and religious venue closures"
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Retail store closures (excluding essentials),2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/tb23fwlklgjrnc5/395_store_closed.pdf?dl=1'>link</a>,Unverified,"all retail closed with notable exceptions  these closures include clothing and electronics stores; hair, beauty and nail salons; and outdoor and indoor markets, excluding food markets",required,Retail store closures (excluding essentials)
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Public transportation closures,2020-03-23,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/nf6k4005qvnp6ty/395_public_transport_closed.zip?dl=1'>link</a>,Unverified,The government has warned against all but essential travel across the country to delay the spread of coronavirus.,required,Public transportation closures
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Public space closures,2020-03-23,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dukppm662toysfx/395_public_space_closed.pdf?dl=1'>link</a>,Unverified,Parks will remain open but only for individuals and households to exercise once a day. Communal spaces within parks such as playgrounds and football pitches will be closed.,required,Public space closures
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Limiting size of gatherings,2020-03-23,required,Strongly Implemented,entire population,required,NA,2,NA,NA,<a href='https://www.dropbox.com/s/ghmuwf91odiylbf/395_social_group_limits.pdf?dl=1'>link</a>,Unverified,"To make sure people are staying at home and apart from each other, the government is also stopping all public gatherings of more than 2 people.",required,Limiting size of gatherings
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Testing of symptomatic individuals,2020-03-10,some,Partially Implemented,NA,NA,NA,NA,NA,symptom severity;hospitalization,<a href='https://www.dropbox.com/s/i49qkafs4nqh6cr/395_testing_symp.zip?dl=1'>link</a>,Unverified,"Tests can only be for people who have been told they should take one, by arrangement and appointment only  and usually through the NHS 111 service.These people are are the most symptomatic.",required,Testing of symptomatic individuals
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Testing of asymptomatic individuals,2020-03-18,some,Partially Implemented,NA,NA,NA,NA,NA,other,<a href='https://www.dropbox.com/s/5sgsdf276bu55y8/395_testing_asymp.pdf?dl=1'>link</a>,Unverified,Frontline NHS staff in Wales are to be screened for coronavirus to help the health service cope with the outbreak.Health Minister Vaughan Gething said it would be detrimental if staff were forced to selfisolate for up to 14 days because other members of their household showed symptoms.Testing would allow those with negative results to return to work in hospitals.The rollout was announced after the number of confirmed cases across Wales rose to 149.,required,Testing of asymptomatic individuals
395,2020-04-02T11:57:38Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.4_1,Wales,NA,Restaurant closures (excluding takeout/delivery),2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/2w2d0flouviilfx/395_restaurant_closed.pdf?dl=1'>link</a>,Unverified,"Food delivery and takeaway can remain operational. Caf'es and canteens at hospitals, police and fire service places of work, care homes or schools; prison and military canteens; services providing food or drink to the homeless.",required,Restaurant closures (excluding takeout/delivery)
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Nursery school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3cclc3qrb247o6b/396_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Nursery school closures
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Primary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3cclc3qrb247o6b/396_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Primary school closures
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3cclc3qrb247o6b/396_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Secondary school closures
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Post-secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3cclc3qrb247o6b/396_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,Post-secondary school closures
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,"Leisure, entertainment, and religious venue closures",2020-03-08,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/aqjppgudj6e8kuv/396_entertainment_closed.pdf?dl=1'>link</a>,Unverified,"demonstrations, events and shows ofany nature, including cinematographic and theatrical ones. the activities of pubs, dance schools, game halls are suspended, betting rooms and bingo halls, discos and similar places,with sanction of the suspension of the activity in case of violation;    the opening of museums and other institutes is suspended",required,"Leisure, entertainment, and religious venue closures"
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Retail store closures (excluding essentials),2020-03-11,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/j3mj307pjh642v6/396_store_closed.pdf?dl=1'>link</a>,Unverified,"Retail business is suspended,exception for the sale of food and firstneeds, both in the context ofNeighborhood businesses, including in shopping centers.markets are closed, regardless of the type of activity carried out, except for the direct sales of only genres food. drugstores, tobacconists, pharmacies remain open. the distance ofinterpersonal security of one meter is required.",required,Retail store closures (excluding essentials)
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Public space closures,2020-03-09,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/0nggz3ochjs64ib/396_public_space_closed.pdf?dl=1'>link</a>,Unverified,On the whole national territory any form ofgathering of people in public places is forbidden,required,Public space closures
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Limiting size of gatherings,2020-03-09,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ob0d5fnim0l5msh/396_social_group_limits.pdf?dl=1'>link</a>,Unverified,All forms of gathering of people in public places or places open to the public are prohibited on the wholenational territory.,required,Limiting size of gatherings
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,State of emergency,2020-01-31,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/tba48uvl5lh02rd/396_state_of_emergency.pdf?dl=1'>link</a>,Unverified,"Decision of the Council of MinistersDeclaration of state of emergency  6 month duration.For the implementation of interventions to face the state of emergency in object, orders are issued by theHead of the Civil Protection Department in derogation from any current ordinary provision and incompliance with the general principles of the legal system.For the implementation of the first interventions, pending the evaluation of the actual impact of the eventunder review, the Italian government has allocated the amount of  5,000,000.00.",required,State of emergency
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Symptom screening when entering by air,2020-01-24,recommended,Partially Implemented,geographic subpopulation,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/5jvc129d56h6a40/396_symp_screening.pdf?dl=1'>link</a>,Unverified,monitor the health of passengers arriving from China,recommended,Symptom screening when entering by air
396,2020-04-02T11:58:42Z,Yes,ITA,Italy,NA,NA,NA,Restaurant closures (excluding takeout/delivery),2020-03-08,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/76gpwqhor7csvf4/396_restaurant_closed.pdf?dl=1'>link</a>,Unverified,"restaurant and bar activities, withobligation on the operator to enforce the distance ofinterpersonal security of at least one meter, with penalty ofsuspension of activity in case of violation;",recommended,Restaurant closures (excluding takeout/delivery)
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/nic67u92wjkwj9w/398_school_closed.pdf?dl=1'>link</a>,Verified,"Now closing any tutoring, individual education, professional training",required,Secondary school closures
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,"Leisure, entertainment, and religious venue closures",2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/3dvxwjoyncgcqjl/398_entertainment_closed.pdf?dl=1'>link</a>,Verified,"Now closing all religious venues/ceremonies, all sports events are cancelled",required,"Leisure, entertainment, and religious venue closures"
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,Retail store closures (excluding essentials),2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/gohs0kna5b71418/398_store_closed.pdf?dl=1'>link</a>,Verified,"Includes retail, personal wellbeing (salons, spas, etc.)",required,Retail store closures (excluding essentials)
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,entire population,required,NA,1,NA,NA,<a href='https://www.dropbox.com/s/z7ifeerqh74wunw/398_social_group_limits.pdf?dl=1'>link</a>,Verified,Banning all public gatherings,required,Limiting size of gatherings
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,State of emergency,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/7zvepza0no3fn03/398_state_of_emergency.pdf?dl=1'>link</a>,Verified,NA,required,State of emergency
398,2020-04-02T13:19:47Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/loabkjv2tfpvju9/398_restaurant_closed.pdf?dl=1'>link</a>,Verified,Take out allowed.,required,Restaurant closures (excluding takeout/delivery)
400,2020-04-02T13:35:33Z,No,CHE,Switzerland,CHE.23_1,Valais,NA,Nursing home/long-term care closures,2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/eju2n6piqwt8ldy/400_nursing_home_closed.pdf?dl=1'>link</a>,Verified,"Additional protections for nursing homes coordinated care with state geriatric physicians, increased support for telecom options for residents",required,Nursing home/long-term care closures
402,2020-04-02T14:00:21Z,Yes,LUX,Luxembourg,NA,NA,NA,Nursery school closures,2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/sbrfw84prkf9es9/402_school_closed.pdf?dl=1'>link</a>,Verified,All school closures extended to 3 May.,required,Nursery school closures
402,2020-04-02T14:00:21Z,Yes,LUX,Luxembourg,NA,NA,NA,Primary school closures,2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/sbrfw84prkf9es9/402_school_closed.pdf?dl=1'>link</a>,Verified,All school closures extended to 3 May.,required,Primary school closures
402,2020-04-02T14:00:21Z,Yes,LUX,Luxembourg,NA,NA,NA,Secondary school closures,2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/sbrfw84prkf9es9/402_school_closed.pdf?dl=1'>link</a>,Verified,All school closures extended to 3 May.,required,Secondary school closures
402,2020-04-02T14:00:21Z,Yes,LUX,Luxembourg,NA,NA,NA,Post-secondary school closures,2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/sbrfw84prkf9es9/402_school_closed.pdf?dl=1'>link</a>,Verified,All school closures extended to 3 May.,required,Post-secondary school closures
405,2020-04-02T14:40:47Z,Yes,HKG,Hong Kong,NA,NA,NA,Testing of asymptomatic individuals,2020-04-02,some,Partially Implemented,NA,NA,NA,NA,NA,travel history,<a href='https://www.dropbox.com/s/25fp1ykf8d14ozf/405_testing_asymp.pdf?dl=1'>link</a>,Unverified,Doortodoor specimen collection service for participants of Enhanced Laboratory Surveillance Programme for COVID19 testing,required,Testing of asymptomatic individuals
406,2020-04-02T14:52:34Z,Yes,HKG,Hong Kong,NA,NA,NA,"Leisure, entertainment, and religious venue closures",2020-04-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/d2mtl5hjtzcga3o/406_entertainment_closed.pdf?dl=1'>link</a>,Unverified,Bar closure,required,"Leisure, entertainment, and religious venue closures"
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Nursery school closures,2020-03-24,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/bne2oeidjzlb5af/408_school_closed.pdf?dl=1'>link</a>,Unverified,"Tennessee schools are to remain closed for another month,",required,Nursery school closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Primary school closures,2020-03-24,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/bne2oeidjzlb5af/408_school_closed.pdf?dl=1'>link</a>,Unverified,"Tennessee schools are to remain closed for another month,",required,Primary school closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Secondary school closures,2020-03-24,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/bne2oeidjzlb5af/408_school_closed.pdf?dl=1'>link</a>,Unverified,"Tennessee schools are to remain closed for another month,",required,Secondary school closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Post-secondary school closures,2020-03-24,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/bne2oeidjzlb5af/408_school_closed.pdf?dl=1'>link</a>,Unverified,"Tennessee schools are to remain closed for another month,",required,Post-secondary school closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,School closures of unknown type,NA,unknown,Unknown,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/bne2oeidjzlb5af/408_school_closed.pdf?dl=1'>link</a>,Unverified,NA,required,School closures of unknown type
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Household confinement,2020-03-31,partially restricted,Partially Implemented,entire population,required,No,NA,NA,NA,<a href='https://www.dropbox.com/s/igb0xf5qnp9enb0/408_household_confined.pdf?dl=1'>link</a>,Unverified,"Under the order, Tennesseans can continue to go out to obtain groceries, beverages, takeout food from restaurants, and medical, household and automobile supplies. Hundreds of other types of businesses are also deemed essential, including financial and insurance institutions, day care centers, laundry services and more.Outdoor activities and sports are also still permitted if individuals follow social distancing guidelines to the greatest extent possible until April 14th as of now.",required,Household confinement
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Office closures,2020-03-30,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/8jbxr05xlkr0ter/408_office_closed.pdf?dl=1'>link</a>,Unverified,While restaurants and bars were closed and restricted to dinein service under a previous executive order  fitness centers also had closed under a Lee order  Lees decision Monday extends the closures to a large number of businesses.,required,Office closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,"Leisure, entertainment, and religious venue closures",2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/qlvoiq92cf4x1c3/408_entertainment_closed.pdf?dl=1'>link</a>,Unverified,"Gov. Lee issued an order banning inhouse dining at bars and restaurants and closing gyms and similar facilities, effective midnight on Monday, March 23, Fox13 reported. The closures are set to last through April 6. Nashville mayor John Cooper and the Nashville Metro Public Health Department issued a stayathome order asking citizens to stay home unless engaging in an essential activity. Allowed activities include grocery shopping, pharmacy visits, medical appointments, food pickup, outdoor exercise (at a distance of 6 feet from other people), and helping care for family members, according to The Tennessean.",required,"Leisure, entertainment, and religious venue closures"
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Retail store closures (excluding essentials),2020-03-30,open,Not Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/rf7416rmhdde3y4/408_store_closed.pdf?dl=1'>link</a>,Unverified,"Under the order, Tennesseans can continue to go out to obtain groceries, beverages, takeout food from restaurants, and medical, household and automobile supplies. Hundreds of other types of businesses are also deemed essential, including financial and insurance institutions, day care centers, laundry services and more.",recommended,Retail store closures (excluding essentials)
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Public space closures,2020-03-30,partially closed,Partially Implemented,geographic subpopulation,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/a438ffny0sxf7hf/408_public_space_closed.pdf?dl=1'>link</a>,Unverified,"Governor Lees Executive Order 22 identifies outdoor activity as an essential activity, so long as visitors try to follow Health Guidelines. Visitors can still enjoy hiking, biking, lakeside strolls, disc golf, fishing and other passive outdoor recreation activities during daytime hours.",recommended,Public space closures
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Limiting size of gatherings,2020-03-26,required,Strongly Implemented,entire population,required,NA,10,NA,NA,<a href='https://www.dropbox.com/s/m50bzerfvlklkk0/408_social_group_limits.pdf?dl=1'>link</a>,Unverified,"To limit the spread of COVID19 so that normal life and activities may resume as soon as possible, the Governor has ordered that persons in the State of Tennessee shall not participate in social gatherings of ten (10) or more people.",required,Limiting size of gatherings
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,State of emergency,2020-03-12,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/tqbc7f3b58v8rw7/408_state_of_emergency.pdf?dl=1'>link</a>,Unverified,"Gov. Bill Lee declared a state of emergency, to allow the state to mobilize resources to fight the pandemic as well as making the state Eligible for federal emergency funding. Expands testing sites for COVID19.",required,State of emergency
408,2020-04-02T15:22:26Z,No,USA,United States of America,USA.43_1,Tennessee,NA,Restaurant closures (excluding takeout/delivery),2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/hs4cbt8xw3kryki/408_restaurant_closed.pdf?dl=1'>link</a>,Unverified,Gov. Lee issued an order banning inhouse dining at bars and restaurants,required,Restaurant closures (excluding takeout/delivery)
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Nursery school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/b8ycvmh0bd92p9r/409_school_closed.pdf?dl=1'>link</a>,Verified,All state schools closed.,required,Nursery school closures
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/b8ycvmh0bd92p9r/409_school_closed.pdf?dl=1'>link</a>,Verified,All state schools closed.,required,Primary school closures
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/b8ycvmh0bd92p9r/409_school_closed.pdf?dl=1'>link</a>,Verified,All state schools closed.,required,Secondary school closures
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Post-secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/b8ycvmh0bd92p9r/409_school_closed.pdf?dl=1'>link</a>,Verified,All state schools closed.,required,Post-secondary school closures
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Household confinement,2020-03-21,fully restricted,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/lfjg9077d1yvd3v/409_household_confined.pdf?dl=1'>link</a>,Verified,15day quarantine instated. All but essential services closed/suspended.,required,Household confinement
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,"Leisure, entertainment, and religious venue closures",2020-03-23,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/yc5f5w0ih2prko1/409_entertainment_closed.pdf?dl=1'>link</a>,Verified,Suspension of all religious celebrations for 60 days recommended. Shopping centers and gyms recommended to close until 30 April.,recommended,"Leisure, entertainment, and religious venue closures"
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Limiting size of gatherings,2020-03-17,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/lkrzntk8p8htbnz/409_social_group_limits.pdf?dl=1'>link</a>,Verified,Suspension of all public events required. Suspension of all private events recommended.,required,Limiting size of gatherings
409,2020-04-02T15:54:05Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,State of emergency,2020-03-20,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/z5n28sqb9iue6fy/409_state_of_emergency.pdf?dl=1'>link</a>,Verified,State of emergency declared for all of S~ao Paulo state,required,State of emergency
411,2020-04-02T16:40:37Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Public space closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dfqelw3zsjj7cpe/411_public_space_closed.pdf?dl=1'>link</a>,Verified,"Museums, libraries, and cultural centers closed for 30 days. Senior centers closed for 60 days. Staggered entry of people in essential public spaces such as food centers.",required,Public space closures
411,2020-04-02T16:40:37Z,No,BRA,Brazil,BRA.25_1,S~ao Paulo,NA,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,entire population,required,NA,500,NA,NA,<a href='https://www.dropbox.com/s/w98hxcg64xiql35/411_social_group_limits.pdf?dl=1'>link</a>,Verified,All public and private events that would gather more than 500 people suspended. State health workers put on 60 days of vacation.,required,Limiting size of gatherings
412,2020-04-02T16:49:08Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Nursing home/long-term care closures,2020-03-12,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/ekdoaa43xlu3y6y/412_nursing_home_closed.pdf?dl=1'>link</a>,Verified,Nursing and rest homes are required to actively screen all visitors and to take measures to restrict visitors under certain circumstances.,required,Nursing home/long-term care closures
412,2020-04-02T16:49:08Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Limiting size of gatherings,2020-03-13,required,Strongly Implemented,entire population,required,NA,250,NA,NA,<a href='https://www.dropbox.com/s/sssjk7cafn6w8fx/412_social_group_limits.pdf?dl=1'>link</a>,Verified,NA,required,Limiting size of gatherings
412,2020-04-02T16:49:08Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,State of emergency,2020-03-10,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/fgkct6vzvcmaae8/412_state_of_emergency.pdf?dl=1'>link</a>,Verified,NA,required,State of emergency
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Nursery school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/1u4leypjaf63dn4/413_school_closed.zip?dl=1'>link</a>,Verified,NA,required,Nursery school closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/1u4leypjaf63dn4/413_school_closed.zip?dl=1'>link</a>,Verified,NA,required,Primary school closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/1u4leypjaf63dn4/413_school_closed.zip?dl=1'>link</a>,Verified,NA,required,Secondary school closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Post-secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/1u4leypjaf63dn4/413_school_closed.zip?dl=1'>link</a>,Verified,NA,recommended,Post-secondary school closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Nursing home/long-term care closures,2020-03-15,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/v8kkk9dtzj35a71/413_nursing_home_closed.pdf?dl=1'>link</a>,Verified,No visits to nursing homes,required,Nursing home/long-term care closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Public transportation closures,2020-03-17,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/n7hwf5qjlpsrw5k/413_public_transport_closed.pdf?dl=1'>link</a>,Verified,MBTA running on a reduced schedule,required,Public transportation closures
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Limiting size of gatherings,2020-03-17,required,Strongly Implemented,entire population,required,NA,25,NA,NA,<a href='https://www.dropbox.com/s/1mjcjjn6tp3flpc/413_social_group_limits.pdf?dl=1'>link</a>,Verified,NA,required,Limiting size of gatherings
413,2020-04-02T16:57:48Z,No,USA,United States of America,USA.22_1,Massachusetts,NA,Restaurant closures (excluding takeout/delivery),2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/dq38547q5zqzy73/413_restaurant_closed.pdf?dl=1'>link</a>,Verified,NA,required,Restaurant closures (excluding takeout/delivery)
414,2020-04-02T17:22:52Z,No,BRA,Brazil,BRA.19_1,Rio de Janeiro,NA,Limiting movement within borders,2020-03-21,partially restricted,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/l5clzkfu3f5yghw/414_limited_mvt.pdf?dl=1'>link</a>,Unverified,Intercity and interstate travel heavily restricted.,required,Limiting movement within borders
414,2020-04-02T17:22:52Z,No,BRA,Brazil,BRA.19_1,Rio de Janeiro,NA,State of emergency,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,<a href='https://www.dropbox.com/s/wmkt9839ayzc4on/414_state_of_emergency.pdf?dl=1'>link</a>,Unverified,NA,required,State of emergency
