record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_specific_clean,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,required_new,intervention_f
427,2020-04-02T20:50:10Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Limiting size of gatherings,2020-03-21,required,Strongly Implemented,entire population,required,NA,2,NA,NA,ban on gathering more than two people in public places,required,Limiting size of gatherings
429,2020-04-02T21:16:05Z,Yes,ZWE,Zimbabwe,NA,NA,NA,Household confinement,2020-03-30,fully restricted,Strongly Implemented,entire population,required,Yes,NA,NA,NA,"total lockdown for 21 days, all are required to stay at home. citizens can get groceries, seek healthcare, and other essential services. Freedom of movement is only for essential workers.",required,Household confinement
429,2020-04-02T21:16:05Z,Yes,ZWE,Zimbabwe,NA,NA,NA,Limiting size of gatherings,2020-03-23,required,Strongly Implemented,entire population,required,NA,50,NA,NA,"public gatherings not to exceed 50 people, including funerals, weddings",required,Limiting size of gatherings
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Nursery school closures,2020-02-02,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,The spring semester will start later in 2020,required,Nursery school closures
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Primary school closures,2020-02-02,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,The spring semester will start later in 2020,required,Primary school closures
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Secondary school closures,2020-02-02,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,The spring semester will start later in 2020,required,Secondary school closures
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Post-secondary school closures,2020-02-02,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,The spring semester will start later in 2020,required,Post-secondary school closures
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Office closures,2020-01-31,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,the postponement of the resumption of work,required,Office closures
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Symptom screening when entering by land,2020-01-22,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"Hunan Provincial highway, port, bus station to do a good job of passenger temperature testing",required,Symptom screening when entering by land
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Symptom screening when entering by sea,2020-01-22,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"Hunan Provincial highway, port, bus station to do a good job of passenger temperature testing",required,Symptom screening when entering by sea
431,2020-04-02T21:32:51Z,No,CHN,China,CHN.14_1,Hunan,NA,Symptom screening at checkpoints within borders,2020-01-22,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"Hunan Provincial highway, port, bus station to do a good job of passenger temperature testing",required,Symptom screening at checkpoints within borders
432,2020-04-02T22:06:40Z,No,NLD,Netherlands,NA,NA,"Bonaire, Sint Eustatius, and Saba",Border closures for entering by air,2020-03-16,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"Decree regarding a temporary prohibition of civil air traffic inthe airspace of Bonaire, Sint Eustatius, and Saba (Caribbean Netherlands) prohibiting air traffic involving passengers from all the European Union countries, countries from the European Economic Area, the United Kingdom, Switzerland, China, South Korea, Iran United States, Canada, the Dominican Republic, and Colombia.",required,Border closures for entering by air
433,2020-04-02T22:17:48Z,Yes,NLD,Netherlands,NA,NA,NA,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,other subpopulation,required,NA,100,NA,NA,"At funerals, limit the number of people attending to no more than 100.",required,Limiting size of gatherings
434,2020-04-02T22:18:34Z,No,CHN,China,CHN.14_1,Hunan,NA,"Leisure, entertainment, and religious venue closures",2020-01-25,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,Some scenic spots and cultural venues in the province have been suspended,required,"Leisure, entertainment, and religious venue closures"
435,2020-04-02T22:23:50Z,No,CHN,China,CHN.14_1,Hunan,NA,Public transportation closures,2020-02-02,closed,Strongly Implemented,NA,required,NA,NA,NA,NA,Suspension of public transport of Xiangtan,required,Public transportation closures
435,2020-04-02T22:23:50Z,No,CHN,China,CHN.14_1,Hunan,NA,Public space closures,2020-01-24,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,Some scenic spots and cultural venues in the province have been suspended,required,Public space closures
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by air,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,"As from Thursday, 19 March 2020 1800 entry conditions to the Netherlands from outside Europe will be stricter.",required,Border closures for entering by air
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by land,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,"As from Thursday, 19 March 2020 1800 entry conditions to the Netherlands from outside Europe will be stricter.",required,Border closures for entering by land
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by sea,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,"As from Thursday, 19 March 2020 1800 entry conditions to the Netherlands from outside Europe will be stricter.",required,Border closures for entering by sea
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for leaving by air,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,NA,required,Border closures for leaving by air
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for leaving by land,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,"As from Thursday, 19 March 2020 1800 entry conditions to the Netherlands from outside Europe will be stricter.",required,Border closures for leaving by land
436,2020-04-02T22:24:15Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for leaving by sea,2020-03-19,partially closed,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,"As from Thursday, 19 March 2020 1800 entry conditions to the Netherlands from outside Europe will be stricter.",required,Border closures for leaving by sea
437,2020-04-02T22:29:49Z,No,CHN,China,CHN.14_1,Hunan,NA,Limiting size of gatherings,2020-01-28,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Stop all kinds of public gatherings,required,Limiting size of gatherings
437,2020-04-02T22:29:49Z,No,CHN,China,CHN.14_1,Hunan,NA,Contact tracing,2020-01-22,complete contact tracing,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Contact tracing
437,2020-04-02T22:29:49Z,No,CHN,China,CHN.14_1,Hunan,NA,Testing of symptomatic individuals,2020-01-25,all,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,required,Testing of symptomatic individuals
437,2020-04-02T22:29:49Z,No,CHN,China,CHN.14_1,Hunan,NA,Testing of asymptomatic individuals,2020-01-25,some,Partially Implemented,NA,NA,NA,NA,NA,travel history;contact with case;other potential exposure;other,"Personnel in industrial parks such as economic development zones, hightech zones, industrial concentration zones and other industrial parks at all levels and other large enterprises outside the industrial parks that think they need to be tested before returning to work or have other testing needs.",required,Testing of asymptomatic individuals
439,2020-04-02T22:39:54Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by air,2020-03-18,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"A restriction has been imposed concerning all nonessential travel by persons from third countries to Europe (i.e. all EU member states, all Schengen countries and the United Kingdom).",required,Border closures for entering by air
439,2020-04-02T22:39:54Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by land,2020-03-18,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"A restriction has been imposed concerning all nonessential travel by persons from third countries to Europe (i.e. all EU member states, all Schengen countries and the United Kingdom).",required,Border closures for entering by land
439,2020-04-02T22:39:54Z,Yes,NLD,Netherlands,NA,NA,NA,Border closures for entering by sea,2020-03-18,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"A restriction has been imposed concerning all nonessential travel by persons from third countries to Europe (i.e. all EU member states, all Schengen countries and the United Kingdom).",required,Border closures for entering by sea
440,2020-04-02T22:51:33Z,Yes,NLD,Netherlands,NA,NA,NA,Nursing home/long-term care closures,2020-03-19,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Health minister Hugo de Jonge has announced that from tomorrow nursing homes and smallscale residential accommodation for the elderly will be closed to visitors and anyone not involved in the provision of basic care. This measure will apply nationwide until at least 6 April inclusive.,required,Nursing home/long-term care closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Nursery school closures,2020-03-08,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Nursery school closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Primary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Primary school closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Secondary school closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Post-secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Post-secondary school closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Limiting movement within borders,2020-03-08,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,NA,required,Limiting movement within borders
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Household confinement,2020-03-22,partially restricted,Partially Implemented,entire population,required,Yes,NA,NA,NA,NA,required,Household confinement
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Nursing home/long-term care closures,2020-03-04,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,required,Nursing home/long-term care closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Office closures,2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Office closures
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,"Leisure, entertainment, and religious venue closures",2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,"Leisure, entertainment, and religious venue closures"
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Retail store closures (excluding essentials),2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Retail store closures (excluding essentials)
441,2020-04-02T22:56:30Z,No,ITA,Italy,ITA.13_1,Piemonte,NA,Restaurant closures (excluding takeout/delivery),2020-03-09,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Restaurant closures (excluding takeout/delivery)
443,2020-04-02T23:00:18Z,No,USA,United States of America,USA.27_1,Montana,NA,Nursery school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Governor Steve Bullock today announced a set of directives and guidance to slow the spread of COVID19 and protect vulnerable Montanans, including closing of public K12 schools, social distancing measures, and limiting visitation at nursing home facilities.",required,Nursery school closures
443,2020-04-02T23:00:18Z,No,USA,United States of America,USA.27_1,Montana,NA,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Governor Steve Bullock today announced a set of directives and guidance to slow the spread of COVID19 and protect vulnerable Montanans, including closing of public K12 schools, social distancing measures, and limiting visitation at nursing home facilities.",required,Primary school closures
443,2020-04-02T23:00:18Z,No,USA,United States of America,USA.27_1,Montana,NA,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Governor Steve Bullock today announced a set of directives and guidance to slow the spread of COVID19 and protect vulnerable Montanans, including closing of public K12 schools, social distancing measures, and limiting visitation at nursing home facilities.",required,Secondary school closures
444,2020-04-02T23:01:16Z,Yes,NLD,Netherlands,NA,NA,NA,Nursing home/long-term care closures,2020-03-23,partially closed,Partially Implemented,other subpopulation,required,NA,NA,NA,NA,"Disability care, a resident may have no more than one visitor for up to one hour every day, provided the visitor does not have a cough, a cold, a fever or any other symptoms that might indicate coronavirus infection. It is up to care homes themselves to decide whether to admit visitors.Psychiatric institutions. Visiting rules will depend on each individual situation. In principle, a patient may have one visitor a day for up to one hour. People with cold symptoms, no matter how mild, should not visit relatives or friends in psychiatric institutions. Youth careThe visitors regulations for children in youth care homes are the same as for disability care. The visitor rules for children in psychiatric institutions are the same as for adults in psychiatric institutions.",required,Nursing home/long-term care closures
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,Primary school closures,2020-03-12,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"school closures in public and private K12 schools in King, Snohomish and Pierce counties. Schools will close from Tuesday, March 17 through Friday, April 24. The timing will coincide with spring break for most Washington school districts.",required,Primary school closures
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,Secondary school closures,2020-03-12,closed,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"school closures in public and private K12 schools in King, Snohomish and Pierce counties. Schools will close from Tuesday, March 17 through Friday, April 24. The timing will coincide with spring break for most Washington school districts.",required,Secondary school closures
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,Household confinement,2020-03-23,fully restricted,Strongly Implemented,entire population,required,NA,NA,NA,NA,"This proclamation willRequire every Washingtonian to stay home unless they need to pursue an essential activity.Ban all gatherings for social, spiritual and recreational purposes.Close all businesses except essential businesses.",required,Household confinement
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,Nursing home/long-term care closures,2020-03-10,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Rules that go into effect todayVisitors must be adults and the visit must take place in the residents room. This does not apply to endoflife situations.All visitors must follow COVID19 screening and follow reasonable precautionary measures. Precautionary measures include, but are not limited to, wearing personal protective equipment, social distancing, or visiting in designated locations.All visitors must sign into a visitors log. Owners and operators must retain that log for 30 days.Employees or volunteers must be screened for COVID19 symptoms at the start of each shift.People who live in nursing homes or assisted living facilities and who test positive for COVID19 must be isolated away from other people.Owners, operators, staff and volunteers are prohibited from disclosing protected and confidential health information, except as otherwise provided by law or with the residents consent.These rules remain in effect until midnight on April 9, 2020.",required,Nursing home/long-term care closures
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,Limiting size of gatherings,2020-03-11,required,Strongly Implemented,geographic subpopulation,required,NA,250,NA,NA,"Starting today, events that takes place in King, Snohomish, and Pierce counties with more than 250 people are prohibited by the state. This order applies to gatherings for social, spiritual and recreational activities. These include but are not limited to community, civic, public, leisure, faithbased, or sporting events; parades; concerts; festivals; conventions; fundraisers and similar activities.",required,Limiting size of gatherings
445,2020-04-02T23:10:22Z,No,USA,United States of America,USA.48_1,Washington,NA,State of emergency,2020-02-29,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Gov. Jay Inslee today declared a state of emergency in response to new cases of COVID19, directing state agencies to use all resources necessary to prepare for and respond to the outbreak.",required,State of emergency
446,2020-04-02T23:35:26Z,No,CHN,China,CHN.25_1,Shanxi,NA,Nursery school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Nursery school closures
446,2020-04-02T23:35:26Z,No,CHN,China,CHN.25_1,Shanxi,NA,Primary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Primary school closures
446,2020-04-02T23:35:26Z,No,CHN,China,CHN.25_1,Shanxi,NA,Secondary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Secondary school closures
446,2020-04-02T23:35:26Z,No,CHN,China,CHN.25_1,Shanxi,NA,Post-secondary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,required,Post-secondary school closures
453,2020-04-03T01:44:47Z,No,USA,United States of America,USA.8_1,Delaware,NA,Limiting movement within borders,2020-03-13,partially restricted,Partially Implemented,other subpopulation,NA,NA,NA,NA,NA,state employees to refrain from outofstate travel unless essential and supervisor notified (attachment item 10).,required,Limiting movement within borders
453,2020-04-03T01:44:47Z,No,USA,United States of America,USA.8_1,Delaware,NA,Nursing home/long-term care closures,2020-03-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,same as screening survey (per attachment item 8),required,Nursing home/long-term care closures
453,2020-04-03T01:44:47Z,No,USA,United States of America,USA.8_1,Delaware,NA,Limiting size of gatherings,2020-03-13,required,Strongly Implemented,entire population,required,NA,100,NA,NA,"a) executivebranch public meetings conducted electronically (attachment item 5)b) nonessential mass gatherings limited to 100 people with 6ft spacing and other infectioncontrol practices; recommend avoidance by those 60 yo with chronic health conditions (item 6).c) schools review activities that bring attendees in close proximity per US CDC or as deemed by DE Public Health or Emegency agencies r(item 8),",required,Limiting size of gatherings
453,2020-04-03T01:44:47Z,No,USA,United States of America,USA.8_1,Delaware,NA,Symptom screening at checkpoints within borders,2020-03-13,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,"signs & symptoms screening of anyone, including staff, intending to access facilities serving older adults (attachment item 8)",required,Symptom screening at checkpoints within borders
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Nursery school closures,2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"The program applies to preschools if the program is located in a school. It is expected that all Virginia Preschool Initiative (VPI), Head Start, early childhood special education classrooms or other early childhood classrooms located in schools should follow this order. For classrooms funded all or in part by VPI that are located in nonschool, private child care settings or that are run by private child care providers are not required to be closed.",required,Nursery school closures
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Closure includes public and private schools.Governor Ralph Northam today ordered all K12 schools in Virginia to close for a minimum of two weeks in response to the continued spread of novel coronavirus, or COVID19. Schools will close from Monday, March 16, through Friday, March 27, at a minimum.",required,Primary school closures
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Closure includes public and private schools.Governor Ralph Northam today ordered all K12 schools in Virginia to close for a minimum of two weeks in response to the continued spread of novel coronavirus, or COVID19. Schools will close from Monday, March 16, through Friday, March 27, at a minimum.",required,Secondary school closures
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Household confinement,2020-03-30,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"All individuals in Virginia shall remain at their place of residence, except asprovided below by this Order and Executive Order 53. To the extent individuals use shared or outdoor spaces, whether on land or on water, they must at all times maintain social distancing of at least six feet from any other person, with the exception of family or household members or caretakers. Individuals may leavetheir residences for the purpose ofa. Obtaining food, beverages, goods, or services as permitted in ExecutiveOrder 53;b. Seeking medical attention, essential social services, governmental services, assistance from law enforcement, or emergency services;c. Taking care of other individuals, animals, or visiting the home of a familymember;d. Traveling required by court order or to facilitate child custody, visitation, or child care;e. Engaging in outdoor activity, including exercise, provided individuals comply with social distancing requirements;f. Traveling to and from ones residence, place of worship, or work;g. Traveling to and from an educational institution;h. Volunteering with organizations that provide charitable or social services;andi. Leaving ones residence due to a reasonable fear for health or safety, at the direction of law enforcement, or at the direction of another governmentagency.Violation of paragraphs 2, 3, 4, and 5 of this Order shall be a Class 1 misdemeanor pursuant to  44146.17 of the Code of Virginia.",required,Household confinement
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Office closures,2020-03-23,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"Recommendation of telework and required compliance with social distancing rules. Although business operations offering professional rather than retail services may remain open, they should utilize teleworking as much as possible. Where telework is not feasible, such business must adhere to social distancing recommendations, enhanced sanitizing practices on common surfaces, and apply the relevant workplace guidance from state and federal authorities.",recommended,Office closures
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,"Leisure, entertainment, and religious venue closures",2020-03-25,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Closure of all public access to recreational and entertainment businesses, effective 1159 p.m., Tuesday, March 24, 2020 until 1159 p.m., Thursday, April 23, 2020 as set forth below Theaters, performing arts centers, concert venues, museums, and otherindoor entertainment centers; Fitness centers, gymnasiums, recreation centers, indoor sports facilities,and indoor exercise facilities; Beauty salons, barbershops, spas, massage parlors, tanning salons, tattooshops, and any other location where personal care or personal groomingservices are performed that would not allow compliance with socialdistancing guidelines to remain six feet apart; Racetracks and historic horse racing facilities; and Bowling alleys, skating rinks, arcades, amusement parks, trampolineparks, fairs, arts and craft facilities, aquariums, zoos, escape rooms, indoorshooting ranges, public and private social clubs, and all other places ofindoor public amusement. Places of worship are not mentioned in the order.",required,"Leisure, entertainment, and religious venue closures"
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Retail store closures (excluding essentials),2020-03-25,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Effective 1159 p.m., Tuesday, March 24, 2020 until 1159 p.m., Thursday, April 23, 2020, any brick and mortar retail business not listed in paragraph 5 may continue to operate but must limit all inperson shopping to no more than 10 patrons per establishment. If any such business cannot adhere to the 10 patron limit with proper social distancing requirements, it must close.",required,Retail store closures (excluding essentials)
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Public space closures,2020-03-30,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Closure of all public beaches as defined in  10.1705 of the Code of Virginia for all activity, except exercising and fishing.",required,Public space closures
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Limiting size of gatherings,2020-03-12,recommended,Partially Implemented,other subpopulation,recommended,NA,NA,NA,NA,"Limited large gatherings hosted by the state and recommendations for others to postpone.   In accordance with advice from state public health experts, the Commonwealth of Virginia will cancel all speciallyscheduled state conferences and large events for a minimum of 30 days.(..) Governor Northam is also urging localities and nonprofits to limit large public events, effective immediately.",recommended,Limiting size of gatherings
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,State of emergency,2020-03-12,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Includes orders to focus public resources on preparedness, response, and recovery. This Executive Order shall be effective March 12, 2020, and shall remain in full force and in  effect until June 10, 2020 unless sooner amended or rescinded by further executive order.",required,State of emergency
457,2020-04-03T02:50:02Z,No,USA,United States of America,USA.47_1,Virginia,NA,Restaurant closures (excluding takeout/delivery),2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Closure of all dining and congregation areas in restaurants, dining establishments, food courts, breweries, microbreweries, distilleries, wineries, tasting rooms, and farmers markets effective 1159 p.m., Tuesday, March 24, 2020 until 1159 p.m., Thursday, April 23, 2020.",required,Restaurant closures (excluding takeout/delivery)
460,2020-04-03T03:33:37Z,No,USA,United States of America,USA.47_1,Virginia,NA,Primary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Cessation of all inperson instruction at K12 schools, public and private, for the remainder of the 20192020 school year. Facilities providing child care services may remain open.",required,Primary school closures
460,2020-04-03T03:33:37Z,No,USA,United States of America,USA.47_1,Virginia,NA,Secondary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Cessation of all inperson instruction at K12 schools, public and private, for the remainder of the 20192020 school year. Facilities providing child care services may remain open.",required,Secondary school closures
460,2020-04-03T03:33:37Z,No,USA,United States of America,USA.47_1,Virginia,NA,Limiting size of gatherings,2020-03-25,required,Strongly Implemented,entire population,required,NA,9,NA,NA,"Effective 1159 p.m., Tuesday, March 24, 2020 until 1159 p.m., Thursday, April 23, 2020, all public and private in person gatherings of 10 or more individuals are prohibited.",required,Limiting size of gatherings
461,2020-04-03T03:39:39Z,No,USA,United States of America,USA.47_1,Virginia,NA,Post-secondary school closures,2020-03-30,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Institutions of higher education shall cease all inperson classes and instruction,and cancel all gatherings of more than ten individuals.",required,Post-secondary school closures
461,2020-04-03T03:39:39Z,No,USA,United States of America,USA.47_1,Virginia,NA,"Leisure, entertainment, and religious venue closures",2020-03-30,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,All public and private inperson gatherings of more than ten individuals areprohibited. This includes (..) religious events.,required,"Leisure, entertainment, and religious venue closures"
461,2020-04-03T03:39:39Z,No,USA,United States of America,USA.47_1,Virginia,NA,Limiting size of gatherings,2020-03-30,required,Strongly Implemented,entire population,required,NA,9,NA,NA,"All public and private inperson gatherings of more than ten individuals are prohibited. This includes parties, celebrations, religious, or other social events, whether they occur indoor or outdoor.",required,Limiting size of gatherings
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Primary school closures,2020-03-23,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"No school from 23 to 29 march; after that, transition to distance learning until April 12. For children in grades 14, whose parents work, there will be an opportunity to have work groups (max 12 people). This is a nationwide measure",required,Primary school closures
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Secondary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"No school from 23 to 29 march; after that, transition to distance learning until April 12. Final graduation exam (like the BAC) to be rescheduled. This is a nationwide measure.",required,Secondary school closures
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Nursing home/long-term care closures,2020-03-19,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Closure to visitors of all nursing homes and inpatient facilities for the elderly and the disabled, as well as those with patients of psychoneurologic profile. In addition, closure of social services that are open during the day serving the elderly. Services at home to continue.",required,Nursing home/long-term care closures
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Limiting size of gatherings,2020-03-17,recommended,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"Crimea to enter high alert mode  cancel all sports, entertainment, public and mass events, those that cannot be canceled are to take place without spectators and/or to be televised. However, no details provided on exact size that events should be limited to; some of the mass events are to go through.",recommended,Limiting size of gatherings
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Contact tracing,2020-03-22,complete contact tracing,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Contact tracing and isolation of all contacts of people with covid. The policy was started before reporting date (22 March), but its unclear exactly when. The report announces that all contacts of the one known case in Crimea have been located and isolated.",required,Contact tracing
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Universal facemask policies,2020-03-20,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Sales personnel is required to wear masks while serving customers (declaration by Ministry of Industry of Republic of  Crimea),required,Universal facemask policies
465,2020-04-03T11:02:33Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Symptom screening at checkpoints within borders,2020-03-19,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Temperature checks of social workers and those in nursing homes and psychiatric hospitals.,required,Symptom screening at checkpoints within borders
466,2020-04-03T11:23:31Z,No,UKR,Ukraine,UKR.4_1,Crimea,NA,Testing of asymptomatic individuals,2020-03-22,some,Partially Implemented,NA,NA,NA,NA,NA,travel history,"Isolation for 14 days of any people returning from travels in countries with concerning epidemiologic situation. On 10th day, collection of specimens for a test",required,Testing of asymptomatic individuals
